image_id,healthy,multiple_diseases,rust,scab
Train_773_contour,1,0,0,0
Train_773_cut,1,0,0,0
Train_773_gaus,1,0,0,0
Train_773_seg,1,0,0,0
Train_774_contour,1,0,0,0
Train_774_cut,1,0,0,0
Train_774_gaus,1,0,0,0
Train_774_seg,1,0,0,0
Train_775_contour,0,0,0,1
Train_775_cut,0,0,0,1
Train_775_gaus,0,0,0,1
Train_775_seg,0,0,0,1
Train_776_contour,1,0,0,0
Train_776_cut,1,0,0,0
Train_776_gaus,1,0,0,0
Train_776_seg,1,0,0,0
Train_777_contour,1,0,0,0
Train_777_cut,1,0,0,0
Train_777_gaus,1,0,0,0
Train_777_seg,1,0,0,0
Train_778_contour,0,0,1,0
Train_778_cut,0,0,1,0
Train_778_gaus,0,0,1,0
Train_778_seg,0,0,1,0
Train_779_contour,0,0,1,0
Train_779_cut,0,0,1,0
Train_779_gaus,0,0,1,0
Train_779_seg,0,0,1,0
Train_780_contour,0,0,0,1
Train_780_cut,0,0,0,1
Train_780_gaus,0,0,0,1
Train_780_seg,0,0,0,1
Train_781_contour,1,0,0,0
Train_781_cut,1,0,0,0
Train_781_gaus,1,0,0,0
Train_781_seg,1,0,0,0
Train_782_contour,1,0,0,0
Train_782_cut,1,0,0,0
Train_782_gaus,1,0,0,0
Train_782_seg,1,0,0,0
Train_783_contour,0,0,0,1
Train_783_cut,0,0,0,1
Train_783_gaus,0,0,0,1
Train_783_seg,0,0,0,1
Train_784_contour,0,0,1,0
Train_784_cut,0,0,1,0
Train_784_gaus,0,0,1,0
Train_784_seg,0,0,1,0
Train_785_contour,0,0,0,1
Train_785_cut,0,0,0,1
Train_785_gaus,0,0,0,1
Train_785_seg,0,0,0,1
Train_786_contour,1,0,0,0
Train_786_cut,1,0,0,0
Train_786_gaus,1,0,0,0
Train_786_seg,1,0,0,0
Train_787_contour,0,0,0,1
Train_787_cut,0,0,0,1
Train_787_gaus,0,0,0,1
Train_787_seg,0,0,0,1
Train_788_contour,1,0,0,0
Train_788_cut,1,0,0,0
Train_788_gaus,1,0,0,0
Train_788_seg,1,0,0,0
Train_789_contour,0,0,1,0
Train_789_cut,0,0,1,0
Train_789_gaus,0,0,1,0
Train_789_seg,0,0,1,0
Train_790_contour,0,0,1,0
Train_790_cut,0,0,1,0
Train_790_gaus,0,0,1,0
Train_790_seg,0,0,1,0
Train_791_contour,1,0,0,0
Train_791_cut,1,0,0,0
Train_791_gaus,1,0,0,0
Train_791_seg,1,0,0,0
Train_792_contour,0,0,0,1
Train_792_cut,0,0,0,1
Train_792_gaus,0,0,0,1
Train_792_seg,0,0,0,1
Train_793_contour,0,0,0,1
Train_793_cut,0,0,0,1
Train_793_gaus,0,0,0,1
Train_793_seg,0,0,0,1
Train_794_contour,1,0,0,0
Train_794_cut,1,0,0,0
Train_794_gaus,1,0,0,0
Train_794_seg,1,0,0,0
Train_795_contour,0,0,0,1
Train_795_cut,0,0,0,1
Train_795_gaus,0,0,0,1
Train_795_seg,0,0,0,1
Train_796_contour,0,0,1,0
Train_796_cut,0,0,1,0
Train_796_gaus,0,0,1,0
Train_796_seg,0,0,1,0
Train_797_contour,0,0,0,1
Train_797_cut,0,0,0,1
Train_797_gaus,0,0,0,1
Train_797_seg,0,0,0,1
Train_798_contour,0,0,1,0
Train_798_cut,0,0,1,0
Train_798_gaus,0,0,1,0
Train_798_seg,0,0,1,0
Train_799_contour,0,0,1,0
Train_799_cut,0,0,1,0
Train_799_gaus,0,0,1,0
Train_799_seg,0,0,1,0
Train_800_contour,1,0,0,0
Train_800_cut,1,0,0,0
Train_800_gaus,1,0,0,0
Train_800_seg,1,0,0,0
Train_801_contour,1,0,0,0
Train_801_cut,1,0,0,0
Train_801_gaus,1,0,0,0
Train_801_seg,1,0,0,0
Train_802_contour,1,0,0,0
Train_802_cut,1,0,0,0
Train_802_gaus,1,0,0,0
Train_802_seg,1,0,0,0
Train_803_contour,0,0,0,1
Train_803_cut,0,0,0,1
Train_803_gaus,0,0,0,1
Train_803_seg,0,0,0,1
Train_804_contour,0,0,1,0
Train_804_cut,0,0,1,0
Train_804_gaus,0,0,1,0
Train_804_seg,0,0,1,0
Train_805_contour,1,0,0,0
Train_805_cut,1,0,0,0
Train_805_gaus,1,0,0,0
Train_805_seg,1,0,0,0
Train_806_contour,0,0,0,1
Train_806_cut,0,0,0,1
Train_806_gaus,0,0,0,1
Train_806_seg,0,0,0,1
Train_807_contour,1,0,0,0
Train_807_cut,1,0,0,0
Train_807_gaus,1,0,0,0
Train_807_seg,1,0,0,0
Train_808_contour,0,0,0,1
Train_808_cut,0,0,0,1
Train_808_gaus,0,0,0,1
Train_808_seg,0,0,0,1
Train_809_contour,1,0,0,0
Train_809_cut,1,0,0,0
Train_809_gaus,1,0,0,0
Train_809_seg,1,0,0,0
Train_810_contour,0,0,0,1
Train_810_cut,0,0,0,1
Train_810_gaus,0,0,0,1
Train_810_seg,0,0,0,1
Train_811_contour,1,0,0,0
Train_811_cut,1,0,0,0
Train_811_gaus,1,0,0,0
Train_811_seg,1,0,0,0
Train_812_contour,1,0,0,0
Train_812_cut,1,0,0,0
Train_812_gaus,1,0,0,0
Train_812_seg,1,0,0,0
Train_813_contour,0,0,0,1
Train_813_cut,0,0,0,1
Train_813_gaus,0,0,0,1
Train_813_seg,0,0,0,1
Train_814_contour,0,0,1,0
Train_814_cut,0,0,1,0
Train_814_gaus,0,0,1,0
Train_814_seg,0,0,1,0
Train_815_contour,1,0,0,0
Train_815_cut,1,0,0,0
Train_815_gaus,1,0,0,0
Train_815_seg,1,0,0,0
Train_816_contour,0,0,1,0
Train_816_cut,0,0,1,0
Train_816_gaus,0,0,1,0
Train_816_seg,0,0,1,0
Train_817_contour,1,0,0,0
Train_817_cut,1,0,0,0
Train_817_gaus,1,0,0,0
Train_817_seg,1,0,0,0
Train_818_contour,0,0,0,1
Train_818_cut,0,0,0,1
Train_818_gaus,0,0,0,1
Train_818_seg,0,0,0,1
Train_819_contour,0,0,0,1
Train_819_cut,0,0,0,1
Train_819_gaus,0,0,0,1
Train_819_seg,0,0,0,1
Train_820_contour,0,0,0,1
Train_820_cut,0,0,0,1
Train_820_gaus,0,0,0,1
Train_820_seg,0,0,0,1
Train_821_contour,0,0,1,0
Train_821_cut,0,0,1,0
Train_821_gaus,0,0,1,0
Train_821_seg,0,0,1,0
Train_822_contour,0,0,1,0
Train_822_cut,0,0,1,0
Train_822_gaus,0,0,1,0
Train_822_seg,0,0,1,0
Train_823_contour,0,0,0,1
Train_823_cut,0,0,0,1
Train_823_gaus,0,0,0,1
Train_823_seg,0,0,0,1
Train_824_contour,0,0,0,1
Train_824_cut,0,0,0,1
Train_824_gaus,0,0,0,1
Train_824_seg,0,0,0,1
Train_825_contour,0,0,1,0
Train_825_cut,0,0,1,0
Train_825_gaus,0,0,1,0
Train_825_seg,0,0,1,0
Train_826_contour,1,0,0,0
Train_826_cut,1,0,0,0
Train_826_gaus,1,0,0,0
Train_826_seg,1,0,0,0
Train_827_contour,0,0,1,0
Train_827_cut,0,0,1,0
Train_827_gaus,0,0,1,0
Train_827_seg,0,0,1,0
Train_828_contour,0,0,1,0
Train_828_cut,0,0,1,0
Train_828_gaus,0,0,1,0
Train_828_seg,0,0,1,0
Train_829_contour,0,0,1,0
Train_829_cut,0,0,1,0
Train_829_gaus,0,0,1,0
Train_829_seg,0,0,1,0
Train_830_contour,0,0,1,0
Train_830_cut,0,0,1,0
Train_830_gaus,0,0,1,0
Train_830_seg,0,0,1,0
Train_831_contour,0,0,0,1
Train_831_cut,0,0,0,1
Train_831_gaus,0,0,0,1
Train_831_seg,0,0,0,1
Train_832_contour,0,0,1,0
Train_832_cut,0,0,1,0
Train_832_gaus,0,0,1,0
Train_832_seg,0,0,1,0
Train_833_contour,1,0,0,0
Train_833_cut,1,0,0,0
Train_833_gaus,1,0,0,0
Train_833_seg,1,0,0,0
Train_834_contour,1,0,0,0
Train_834_cut,1,0,0,0
Train_834_gaus,1,0,0,0
Train_834_seg,1,0,0,0
Train_835_contour,1,0,0,0
Train_835_cut,1,0,0,0
Train_835_gaus,1,0,0,0
Train_835_seg,1,0,0,0
Train_836_contour,0,0,1,0
Train_836_cut,0,0,1,0
Train_836_gaus,0,0,1,0
Train_836_seg,0,0,1,0
Train_837_contour,0,0,1,0
Train_837_cut,0,0,1,0
Train_837_gaus,0,0,1,0
Train_837_seg,0,0,1,0
Train_838_contour,0,0,0,1
Train_838_cut,0,0,0,1
Train_838_gaus,0,0,0,1
Train_838_seg,0,0,0,1
Train_839_contour,1,0,0,0
Train_839_cut,1,0,0,0
Train_839_gaus,1,0,0,0
Train_839_seg,1,0,0,0
Train_840_contour,0,0,1,0
Train_840_cut,0,0,1,0
Train_840_gaus,0,0,1,0
Train_840_seg,0,0,1,0
Train_841_contour,0,0,1,0
Train_841_cut,0,0,1,0
Train_841_gaus,0,0,1,0
Train_841_seg,0,0,1,0
Train_842_contour,0,0,0,1
Train_842_cut,0,0,0,1
Train_842_gaus,0,0,0,1
Train_842_seg,0,0,0,1
Train_843_contour,0,0,1,0
Train_843_cut,0,0,1,0
Train_843_gaus,0,0,1,0
Train_843_seg,0,0,1,0
Train_844_contour,0,0,0,1
Train_844_cut,0,0,0,1
Train_844_gaus,0,0,0,1
Train_844_seg,0,0,0,1
Train_845_contour,0,0,0,1
Train_845_cut,0,0,0,1
Train_845_gaus,0,0,0,1
Train_845_seg,0,0,0,1
Train_846_contour,0,0,0,1
Train_846_cut,0,0,0,1
Train_846_gaus,0,0,0,1
Train_846_seg,0,0,0,1
Train_847_contour,0,0,1,0
Train_847_cut,0,0,1,0
Train_847_gaus,0,0,1,0
Train_847_seg,0,0,1,0
Train_848_contour,0,0,1,0
Train_848_cut,0,0,1,0
Train_848_gaus,0,0,1,0
Train_848_seg,0,0,1,0
Train_849_contour,1,0,0,0
Train_849_cut,1,0,0,0
Train_849_gaus,1,0,0,0
Train_849_seg,1,0,0,0
Train_850_contour,1,0,0,0
Train_850_cut,1,0,0,0
Train_850_gaus,1,0,0,0
Train_850_seg,1,0,0,0
Train_851_contour,0,0,0,1
Train_851_cut,0,0,0,1
Train_851_gaus,0,0,0,1
Train_851_seg,0,0,0,1
Train_852_contour,0,0,1,0
Train_852_cut,0,0,1,0
Train_852_gaus,0,0,1,0
Train_852_seg,0,0,1,0
Train_853_contour,0,0,1,0
Train_853_cut,0,0,1,0
Train_853_gaus,0,0,1,0
Train_853_seg,0,0,1,0
Train_854_contour,0,0,0,1
Train_854_cut,0,0,0,1
Train_854_gaus,0,0,0,1
Train_854_seg,0,0,0,1
Train_855_contour,0,0,1,0
Train_855_cut,0,0,1,0
Train_855_gaus,0,0,1,0
Train_855_seg,0,0,1,0
Train_856_contour,0,0,0,1
Train_856_cut,0,0,0,1
Train_856_gaus,0,0,0,1
Train_856_seg,0,0,0,1
Train_857_contour,0,1,0,0
Train_857_cut,0,1,0,0
Train_857_gaus,0,1,0,0
Train_857_seg,0,1,0,0
Train_858_contour,0,0,0,1
Train_858_cut,0,0,0,1
Train_858_gaus,0,0,0,1
Train_858_seg,0,0,0,1
Train_859_contour,0,0,0,1
Train_859_cut,0,0,0,1
Train_859_gaus,0,0,0,1
Train_859_seg,0,0,0,1
Train_860_contour,0,0,1,0
Train_860_cut,0,0,1,0
Train_860_gaus,0,0,1,0
Train_860_seg,0,0,1,0
Train_861_contour,0,0,0,1
Train_861_cut,0,0,0,1
Train_861_gaus,0,0,0,1
Train_861_seg,0,0,0,1
Train_862_contour,0,0,0,1
Train_862_cut,0,0,0,1
Train_862_gaus,0,0,0,1
Train_862_seg,0,0,0,1
Train_863_contour,1,0,0,0
Train_863_cut,1,0,0,0
Train_863_gaus,1,0,0,0
Train_863_seg,1,0,0,0
Train_864_contour,1,0,0,0
Train_864_cut,1,0,0,0
Train_864_gaus,1,0,0,0
Train_864_seg,1,0,0,0
Train_865_contour,0,0,1,0
Train_865_cut,0,0,1,0
Train_865_gaus,0,0,1,0
Train_865_seg,0,0,1,0
Train_866_contour,1,0,0,0
Train_866_cut,1,0,0,0
Train_866_gaus,1,0,0,0
Train_866_seg,1,0,0,0
Train_867_contour,0,0,1,0
Train_867_cut,0,0,1,0
Train_867_gaus,0,0,1,0
Train_867_seg,0,0,1,0
Train_868_contour,0,0,0,1
Train_868_cut,0,0,0,1
Train_868_gaus,0,0,0,1
Train_868_seg,0,0,0,1
Train_869_contour,0,0,0,1
Train_869_cut,0,0,0,1
Train_869_gaus,0,0,0,1
Train_869_seg,0,0,0,1
Train_870_contour,0,0,0,1
Train_870_cut,0,0,0,1
Train_870_gaus,0,0,0,1
Train_870_seg,0,0,0,1
Train_871_contour,0,0,0,1
Train_871_cut,0,0,0,1
Train_871_gaus,0,0,0,1
Train_871_seg,0,0,0,1
Train_872_contour,1,0,0,0
Train_872_cut,1,0,0,0
Train_872_gaus,1,0,0,0
Train_872_seg,1,0,0,0
Train_873_contour,0,0,1,0
Train_873_cut,0,0,1,0
Train_873_gaus,0,0,1,0
Train_873_seg,0,0,1,0
Train_874_contour,0,0,1,0
Train_874_cut,0,0,1,0
Train_874_gaus,0,0,1,0
Train_874_seg,0,0,1,0
Train_875_contour,0,0,1,0
Train_875_cut,0,0,1,0
Train_875_gaus,0,0,1,0
Train_875_seg,0,0,1,0
Train_876_contour,0,0,1,0
Train_876_cut,0,0,1,0
Train_876_gaus,0,0,1,0
Train_876_seg,0,0,1,0
Train_877_contour,1,0,0,0
Train_877_cut,1,0,0,0
Train_877_gaus,1,0,0,0
Train_877_seg,1,0,0,0
Train_878_contour,0,0,0,1
Train_878_cut,0,0,0,1
Train_878_gaus,0,0,0,1
Train_878_seg,0,0,0,1
Train_879_contour,0,0,0,1
Train_879_cut,0,0,0,1
Train_879_gaus,0,0,0,1
Train_879_seg,0,0,0,1
Train_880_contour,1,0,0,0
Train_880_cut,1,0,0,0
Train_880_gaus,1,0,0,0
Train_880_seg,1,0,0,0
Train_881_contour,1,0,0,0
Train_881_cut,1,0,0,0
Train_881_gaus,1,0,0,0
Train_881_seg,1,0,0,0
Train_882_contour,1,0,0,0
Train_882_cut,1,0,0,0
Train_882_gaus,1,0,0,0
Train_882_seg,1,0,0,0
Train_883_contour,0,0,0,1
Train_883_cut,0,0,0,1
Train_883_gaus,0,0,0,1
Train_883_seg,0,0,0,1
Train_884_contour,0,0,1,0
Train_884_cut,0,0,1,0
Train_884_gaus,0,0,1,0
Train_884_seg,0,0,1,0
Train_885_contour,1,0,0,0
Train_885_cut,1,0,0,0
Train_885_gaus,1,0,0,0
Train_885_seg,1,0,0,0
Train_886_contour,0,1,0,0
Train_886_cut,0,1,0,0
Train_886_gaus,0,1,0,0
Train_886_seg,0,1,0,0
Train_887_contour,1,0,0,0
Train_887_cut,1,0,0,0
Train_887_gaus,1,0,0,0
Train_887_seg,1,0,0,0
Train_888_contour,0,0,1,0
Train_888_cut,0,0,1,0
Train_888_gaus,0,0,1,0
Train_888_seg,0,0,1,0
Train_889_contour,0,0,1,0
Train_889_cut,0,0,1,0
Train_889_gaus,0,0,1,0
Train_889_seg,0,0,1,0
Train_890_contour,1,0,0,0
Train_890_cut,1,0,0,0
Train_890_gaus,1,0,0,0
Train_890_seg,1,0,0,0
Train_891_contour,0,0,0,1
Train_891_cut,0,0,0,1
Train_891_gaus,0,0,0,1
Train_891_seg,0,0,0,1
Train_892_contour,0,0,1,0
Train_892_cut,0,0,1,0
Train_892_gaus,0,0,1,0
Train_892_seg,0,0,1,0
Train_893_contour,1,0,0,0
Train_893_cut,1,0,0,0
Train_893_gaus,1,0,0,0
Train_893_seg,1,0,0,0
Train_894_contour,0,0,0,1
Train_894_cut,0,0,0,1
Train_894_gaus,0,0,0,1
Train_894_seg,0,0,0,1
Train_895_contour,1,0,0,0
Train_895_cut,1,0,0,0
Train_895_gaus,1,0,0,0
Train_895_seg,1,0,0,0
Train_896_contour,1,0,0,0
Train_896_cut,1,0,0,0
Train_896_gaus,1,0,0,0
Train_896_seg,1,0,0,0
Train_897_contour,1,0,0,0
Train_897_cut,1,0,0,0
Train_897_gaus,1,0,0,0
Train_897_seg,1,0,0,0
Train_898_contour,0,0,0,1
Train_898_cut,0,0,0,1
Train_898_gaus,0,0,0,1
Train_898_seg,0,0,0,1
Train_899_contour,0,0,0,1
Train_899_cut,0,0,0,1
Train_899_gaus,0,0,0,1
Train_899_seg,0,0,0,1
Train_900_contour,0,0,1,0
Train_900_cut,0,0,1,0
Train_900_gaus,0,0,1,0
Train_900_seg,0,0,1,0
Train_901_contour,1,0,0,0
Train_901_cut,1,0,0,0
Train_901_gaus,1,0,0,0
Train_901_seg,1,0,0,0
Train_902_contour,0,0,0,1
Train_902_cut,0,0,0,1
Train_902_gaus,0,0,0,1
Train_902_seg,0,0,0,1
Train_903_contour,1,0,0,0
Train_903_cut,1,0,0,0
Train_903_gaus,1,0,0,0
Train_903_seg,1,0,0,0
Train_904_contour,0,0,0,1
Train_904_cut,0,0,0,1
Train_904_gaus,0,0,0,1
Train_904_seg,0,0,0,1
Train_905_contour,0,1,0,0
Train_905_cut,0,1,0,0
Train_905_gaus,0,1,0,0
Train_905_seg,0,1,0,0
Train_906_contour,0,0,0,1
Train_906_cut,0,0,0,1
Train_906_gaus,0,0,0,1
Train_906_seg,0,0,0,1
Train_907_contour,1,0,0,0
Train_907_cut,1,0,0,0
Train_907_gaus,1,0,0,0
Train_907_seg,1,0,0,0
Train_908_contour,1,0,0,0
Train_908_cut,1,0,0,0
Train_908_gaus,1,0,0,0
Train_908_seg,1,0,0,0
Train_909_contour,1,0,0,0
Train_909_cut,1,0,0,0
Train_909_gaus,1,0,0,0
Train_909_seg,1,0,0,0
Train_910_contour,0,0,1,0
Train_910_cut,0,0,1,0
Train_910_gaus,0,0,1,0
Train_910_seg,0,0,1,0
Train_911_contour,0,0,1,0
Train_911_cut,0,0,1,0
Train_911_gaus,0,0,1,0
Train_911_seg,0,0,1,0
Train_912_contour,0,0,1,0
Train_912_cut,0,0,1,0
Train_912_gaus,0,0,1,0
Train_912_seg,0,0,1,0
Train_913_contour,0,0,1,0
Train_913_cut,0,0,1,0
Train_913_gaus,0,0,1,0
Train_913_seg,0,0,1,0
Train_914_contour,1,0,0,0
Train_914_cut,1,0,0,0
Train_914_gaus,1,0,0,0
Train_914_seg,1,0,0,0
Train_915_contour,1,0,0,0
Train_915_cut,1,0,0,0
Train_915_gaus,1,0,0,0
Train_915_seg,1,0,0,0
Train_916_contour,0,0,1,0
Train_916_cut,0,0,1,0
Train_916_gaus,0,0,1,0
Train_916_seg,0,0,1,0
Train_917_contour,0,0,0,1
Train_917_cut,0,0,0,1
Train_917_gaus,0,0,0,1
Train_917_seg,0,0,0,1
Train_918_contour,1,0,0,0
Train_918_cut,1,0,0,0
Train_918_gaus,1,0,0,0
Train_918_seg,1,0,0,0
Train_919_contour,1,0,0,0
Train_919_cut,1,0,0,0
Train_919_gaus,1,0,0,0
Train_919_seg,1,0,0,0
Train_920_contour,0,0,1,0
Train_920_cut,0,0,1,0
Train_920_gaus,0,0,1,0
Train_920_seg,0,0,1,0
Train_921_contour,1,0,0,0
Train_921_cut,1,0,0,0
Train_921_gaus,1,0,0,0
Train_921_seg,1,0,0,0
Train_922_contour,0,0,0,1
Train_922_cut,0,0,0,1
Train_922_gaus,0,0,0,1
Train_922_seg,0,0,0,1
Train_923_contour,1,0,0,0
Train_923_cut,1,0,0,0
Train_923_gaus,1,0,0,0
Train_923_seg,1,0,0,0
Train_924_contour,1,0,0,0
Train_924_cut,1,0,0,0
Train_924_gaus,1,0,0,0
Train_924_seg,1,0,0,0
Train_925_contour,0,0,1,0
Train_925_cut,0,0,1,0
Train_925_gaus,0,0,1,0
Train_925_seg,0,0,1,0
Train_926_contour,0,0,0,1
Train_926_cut,0,0,0,1
Train_926_gaus,0,0,0,1
Train_926_seg,0,0,0,1
Train_927_contour,0,0,0,1
Train_927_cut,0,0,0,1
Train_927_gaus,0,0,0,1
Train_927_seg,0,0,0,1
Train_928_contour,0,0,1,0
Train_928_cut,0,0,1,0
Train_928_gaus,0,0,1,0
Train_928_seg,0,0,1,0
Train_929_contour,1,0,0,0
Train_929_cut,1,0,0,0
Train_929_gaus,1,0,0,0
Train_929_seg,1,0,0,0
Train_930_contour,0,0,0,1
Train_930_cut,0,0,0,1
Train_930_gaus,0,0,0,1
Train_930_seg,0,0,0,1
Train_931_contour,0,0,1,0
Train_931_cut,0,0,1,0
Train_931_gaus,0,0,1,0
Train_931_seg,0,0,1,0
Train_932_contour,0,0,0,1
Train_932_cut,0,0,0,1
Train_932_gaus,0,0,0,1
Train_932_seg,0,0,0,1
Train_933_contour,0,0,0,1
Train_933_cut,0,0,0,1
Train_933_gaus,0,0,0,1
Train_933_seg,0,0,0,1
Train_934_contour,1,0,0,0
Train_934_cut,1,0,0,0
Train_934_gaus,1,0,0,0
Train_934_seg,1,0,0,0
Train_935_contour,1,0,0,0
Train_935_cut,1,0,0,0
Train_935_gaus,1,0,0,0
Train_935_seg,1,0,0,0
Train_936_contour,0,1,0,0
Train_936_cut,0,1,0,0
Train_936_gaus,0,1,0,0
Train_936_seg,0,1,0,0
Train_937_contour,1,0,0,0
Train_937_cut,1,0,0,0
Train_937_gaus,1,0,0,0
Train_937_seg,1,0,0,0
Train_938_contour,0,0,1,0
Train_938_cut,0,0,1,0
Train_938_gaus,0,0,1,0
Train_938_seg,0,0,1,0
Train_939_contour,1,0,0,0
Train_939_cut,1,0,0,0
Train_939_gaus,1,0,0,0
Train_939_seg,1,0,0,0
Train_940_contour,0,0,1,0
Train_940_cut,0,0,1,0
Train_940_gaus,0,0,1,0
Train_940_seg,0,0,1,0
Train_941_contour,0,0,0,1
Train_941_cut,0,0,0,1
Train_941_gaus,0,0,0,1
Train_941_seg,0,0,0,1
Train_942_contour,1,0,0,0
Train_942_cut,1,0,0,0
Train_942_gaus,1,0,0,0
Train_942_seg,1,0,0,0
Train_943_contour,0,0,0,1
Train_943_cut,0,0,0,1
Train_943_gaus,0,0,0,1
Train_943_seg,0,0,0,1
Train_944_contour,0,0,1,0
Train_944_cut,0,0,1,0
Train_944_gaus,0,0,1,0
Train_944_seg,0,0,1,0
Train_945_contour,0,0,1,0
Train_945_cut,0,0,1,0
Train_945_gaus,0,0,1,0
Train_945_seg,0,0,1,0
Train_946_contour,0,0,0,1
Train_946_cut,0,0,0,1
Train_946_gaus,0,0,0,1
Train_946_seg,0,0,0,1
Train_947_contour,1,0,0,0
Train_947_cut,1,0,0,0
Train_947_gaus,1,0,0,0
Train_947_seg,1,0,0,0
Train_948_contour,1,0,0,0
Train_948_cut,1,0,0,0
Train_948_gaus,1,0,0,0
Train_948_seg,1,0,0,0
Train_949_contour,0,1,0,0
Train_949_cut,0,1,0,0
Train_949_gaus,0,1,0,0
Train_949_seg,0,1,0,0
Train_950_contour,0,0,1,0
Train_950_cut,0,0,1,0
Train_950_gaus,0,0,1,0
Train_950_seg,0,0,1,0
Train_951_contour,1,0,0,0
Train_951_cut,1,0,0,0
Train_951_gaus,1,0,0,0
Train_951_seg,1,0,0,0
Train_952_contour,1,0,0,0
Train_952_cut,1,0,0,0
Train_952_gaus,1,0,0,0
Train_952_seg,1,0,0,0
Train_953_contour,1,0,0,0
Train_953_cut,1,0,0,0
Train_953_gaus,1,0,0,0
Train_953_seg,1,0,0,0
Train_954_contour,0,0,0,1
Train_954_cut,0,0,0,1
Train_954_gaus,0,0,0,1
Train_954_seg,0,0,0,1
Train_955_contour,0,0,0,1
Train_955_cut,0,0,0,1
Train_955_gaus,0,0,0,1
Train_955_seg,0,0,0,1
Train_956_contour,1,0,0,0
Train_956_cut,1,0,0,0
Train_956_gaus,1,0,0,0
Train_956_seg,1,0,0,0
Train_957_contour,0,0,1,0
Train_957_cut,0,0,1,0
Train_957_gaus,0,0,1,0
Train_957_seg,0,0,1,0
Train_958_contour,1,0,0,0
Train_958_cut,1,0,0,0
Train_958_gaus,1,0,0,0
Train_958_seg,1,0,0,0
Train_959_contour,1,0,0,0
Train_959_cut,1,0,0,0
Train_959_gaus,1,0,0,0
Train_959_seg,1,0,0,0
Train_960_contour,1,0,0,0
Train_960_cut,1,0,0,0
Train_960_gaus,1,0,0,0
Train_960_seg,1,0,0,0
Train_961_contour,1,0,0,0
Train_961_cut,1,0,0,0
Train_961_gaus,1,0,0,0
Train_961_seg,1,0,0,0
Train_962_contour,0,0,1,0
Train_962_cut,0,0,1,0
Train_962_gaus,0,0,1,0
Train_962_seg,0,0,1,0
Train_963_contour,1,0,0,0
Train_963_cut,1,0,0,0
Train_963_gaus,1,0,0,0
Train_963_seg,1,0,0,0
Train_964_contour,0,0,0,1
Train_964_cut,0,0,0,1
Train_964_gaus,0,0,0,1
Train_964_seg,0,0,0,1
Train_965_contour,0,0,1,0
Train_965_cut,0,0,1,0
Train_965_gaus,0,0,1,0
Train_965_seg,0,0,1,0
Train_966_contour,1,0,0,0
Train_966_cut,1,0,0,0
Train_966_gaus,1,0,0,0
Train_966_seg,1,0,0,0
Train_967_contour,0,0,0,1
Train_967_cut,0,0,0,1
Train_967_gaus,0,0,0,1
Train_967_seg,0,0,0,1
Train_968_contour,1,0,0,0
Train_968_cut,1,0,0,0
Train_968_gaus,1,0,0,0
Train_968_seg,1,0,0,0
Train_969_contour,1,0,0,0
Train_969_cut,1,0,0,0
Train_969_gaus,1,0,0,0
Train_969_seg,1,0,0,0
Train_970_contour,0,0,0,1
Train_970_cut,0,0,0,1
Train_970_gaus,0,0,0,1
Train_970_seg,0,0,0,1
Train_971_contour,0,0,1,0
Train_971_cut,0,0,1,0
Train_971_gaus,0,0,1,0
Train_971_seg,0,0,1,0
Train_972_contour,0,0,0,1
Train_972_cut,0,0,0,1
Train_972_gaus,0,0,0,1
Train_972_seg,0,0,0,1
Train_973_contour,0,0,0,1
Train_973_cut,0,0,0,1
Train_973_gaus,0,0,0,1
Train_973_seg,0,0,0,1
Train_974_contour,0,0,0,1
Train_974_cut,0,0,0,1
Train_974_gaus,0,0,0,1
Train_974_seg,0,0,0,1
Train_975_contour,0,0,1,0
Train_975_cut,0,0,1,0
Train_975_gaus,0,0,1,0
Train_975_seg,0,0,1,0
Train_976_contour,0,0,1,0
Train_976_cut,0,0,1,0
Train_976_gaus,0,0,1,0
Train_976_seg,0,0,1,0
Train_977_contour,1,0,0,0
Train_977_cut,1,0,0,0
Train_977_gaus,1,0,0,0
Train_977_seg,1,0,0,0
Train_978_contour,0,0,1,0
Train_978_cut,0,0,1,0
Train_978_gaus,0,0,1,0
Train_978_seg,0,0,1,0
Train_979_contour,1,0,0,0
Train_979_cut,1,0,0,0
Train_979_gaus,1,0,0,0
Train_979_seg,1,0,0,0
Train_980_contour,1,0,0,0
Train_980_cut,1,0,0,0
Train_980_gaus,1,0,0,0
Train_980_seg,1,0,0,0
Train_981_contour,1,0,0,0
Train_981_cut,1,0,0,0
Train_981_gaus,1,0,0,0
Train_981_seg,1,0,0,0
Train_982_contour,0,0,1,0
Train_982_cut,0,0,1,0
Train_982_gaus,0,0,1,0
Train_982_seg,0,0,1,0
Train_983_contour,1,0,0,0
Train_983_cut,1,0,0,0
Train_983_gaus,1,0,0,0
Train_983_seg,1,0,0,0
Train_984_contour,0,0,0,1
Train_984_cut,0,0,0,1
Train_984_gaus,0,0,0,1
Train_984_seg,0,0,0,1
Train_985_contour,0,0,1,0
Train_985_cut,0,0,1,0
Train_985_gaus,0,0,1,0
Train_985_seg,0,0,1,0
Train_986_contour,0,0,0,1
Train_986_cut,0,0,0,1
Train_986_gaus,0,0,0,1
Train_986_seg,0,0,0,1
Train_987_contour,0,0,1,0
Train_987_cut,0,0,1,0
Train_987_gaus,0,0,1,0
Train_987_seg,0,0,1,0
